Summary,Rating,cluster
Kentucky Route Zero magical realist adventure game secret highway caves beneath Kentucky mysterious folks travel Gameplay inspired pointandclick adventure games like classic Monkey Island Kings Quest series recently Telltales Walking Dead series focused characterization atmosphere storytelling rather clever puzzles challenges skill The game developed Cardboard Computer Jake Elliott Tamas Kemenczy The games soundtrack features original electronic score Ben Babbitt along suite old hymns bluegrass standards recorded The Bedquilt Ramblers,4.1,5
The Legend Zelda Twilight Princess HD Wii U enhanced remaster original game It features graphical upgrades original version higher resolution minor gameplay changes,4.2,6
We Love Katamari thirdperson puzzleaction video game player controls Prince 5centimetertall son godlike entity King All Cosmos rolls around katamari magical ball causes objects smaller attach Throughout level play must collect objects order fulfill objectives set princes father,4.3,2
An adventure game follow cybernetic journeys girl named Lain,4.0,1
Kirby returns joined forces new friends thrilling sequel The Rainbow Bridges connect seven Rainbow Islands disappeared Help Kirby solve mystery Search different islands battling King DeDeDe horde evil minions Along way meet Rick Hamster Kine Fish Coo Owl Each possesses important abilities multiply magnitude Kirbys powers Earn mysterious Rainbow Sword prepare face Kirbys menacing rival everthe evil Dark Matter,3.2,4
Introducing brandnew fantasy x life simulation RPG Square Enix Through changing seasons explore imaginative world tend crops make new friends face enemies dynamic combat unravel mystery season death Quietus,3.4,8
Dishonored Death Outsider standalone expansion pack sequel Dishonored 2 The game features series hallmarks including brutal combat systems unique level design immersive storytelling responds every choice With compelling characters exhilarating action Death Outsider perfect entry point new Dishonored series delivering significant expansion gameplay world longtime fans,3.6,2
The long awaited sequel award winning Life Strange returns new 5part narrative adventure DONTNOD Entertainment,3.3,1
Colossal immense gigantic beautiful gorgeous grandiose words one thinks describing Rares followup adventure BanjoKazooie Keeping consistent attitude found title Rare wittily named BanjoTooie BanjoTooie simply put incredibly unimaginable The worlds ludicrous size gameplay polished deep soundtrack proves immaculate compliment When comes defining platformbased entertainment BanjoTooie filled chapter chapter standards Explore eight giant worlds solve puzzles help game characters unearth jiggys play Mumbo TRex Submarine MoneyVan Washing Machine learn 4 new moves way,3.8,8
The Legend Zelda Oracle Ages one two Zelda titles released Game Boy Color Oracle Seasons The game retain many gameplay elements Links Awakening graphics audio topview perspective It also features eight dungeons large overworld explore like previous games Oracle Ages said puzzleoriented counterpart actionoriented After completing one two games linked form single linear plot alternate ending Oracle Ages Oracle Seasons often credited two top games Game Boy Color,3.7,6
Monster Management RogueLite Simulation game inspired monsters game movies SCP Foundation Cabin woods Warehouse 13 One disaster cause another lead everything chaos Manage Survive,4.1,8
After events first game protagonist awakens coma find Third Street Saints disappeared Much like Saints Row charged retaking city three rival gangs time leader saints While fighting Sons Samedi The Brotherhood The Ronin Saints also antagonize Ultor Corporation seeks eradicate gang violence Stilwater,3.7,1
Time refuses forget Belmont familys horrifying bloody destiny And 1917 two descendants summoned fate epic battle Their enemy The evil incarnation Castlevania legacy ever rise grave vampiress Countess Bartley This spinetingling 6stage fearfest overflows graphic sights sounds worst nightmares As John Morris whip wielding vampire hunter Eric Lecarde master lanceman youll pursue demonic Countess across Europe resurrects Dracula final reign global terror Alas trail doom laden zombies hideous mutants grotesque giants ghouls ghastly creatures Taste sweat dripping mouth try rescuing diabolical traps Feel torturous strain every muscle wield sacred weapon powerups Holy Water Battle Axe Crystal Blade Boomerang Mirror Truth But end make sure youve saved enough strength scream,3.7,0
Embark epic adventure full whimsy wonder highpowered weaponry Bullets magic broadswords collide across chaotic fantasy world brought life unpredictable Tiny Tina,3.4,8
The epic story Utawarerumono comes end Mask Truth fate world determined warring nations The game features exciting SRPG battles colorful cast newfamiliar faces determine fate world rousing original soundtrack dramatic conclusion journey Haku After events Mask Deception Haku destined rally nation Ennakamuy fight evil forces control Yamato throne With everything line Haku friends must everything power ensure future Yamato triumphs true evil lurks depth darkness,4.4,4
Become Agent 47 ultimate spythriller adventure across 2 locations Hitman World Assassination brings together best Hitman Hitman 2 Hitman 3 including main campaign contracts mode escalations elusive target arcades Hitman Freelancer,4.6,0
In lawless openworld paradise use whatever means necessary achieve objective Use land sea air advantage use wide range weaponry cause much chaos possible,3.2,8
Final Fantasy V fantasy roleplaying video game developed published Square 1992 part Final Fantasy series The game first appeared Japan Nintendos Super Famicom known internationally Super Nintendo Entertainment System It ported minor differences Sonys PlayStation Nintendos Game Boy Advance An original video animation produced 1994 called FINAL FANTASY Legend Crystals serves sequel events depicted game It released PlayStation Network April 6 211 Japan An enhanced port game new highresolution graphics touchbased interface released iPhone iPad March 28 213 Android September 25 213 FINAL FANTASY V praised freedom customization player characters achieved greatly expanded Job System Despite released Japan Super Famicom version sold two million copies The PlayStation version earned Greatest Hits status selling 35 copies,3.8,5
Jet Set Radio Future video game developed Smilebit sequel Jet Set Radio Similar original depicts future Tokyo freedom expression outlawed The user plays character GGs gang inline skating graffiti artists skate around Tokyo covering rival gangs graffiti knocking Rokkaku police dancing electric soundtrack The game uses celshaded style animation widely acclaimed unique music style detailed art gameplay Though game set future style content incorporates many aspects 198s old school hip hop culture well 199s Jpop culture,4.3,5
Overcooked coop cooking game 14 players Working team fellow chefs must prepare cook serve variety tasty orders baying customers storm Take part epic journey across Onion Kingdom tackle increasingly challenging bizarre gauntlet kitchens push skills cooperation coordination limits,3.5,0
Shin Megami Tensei IV Apocalypse postapocalyptic roleplaying video game developed published Atlus Nintendo 3DS It set universe Shin Megami Tensei IV forms part Shin Megami Tensei series central series Megami Tensei franchise,3.6,5
Play characteristic heroines dash fairy tale like stages dancing rhythm beats kick silly cute enemies outer space,3.5,1
Fire Emblem Genealogy Holy War Japanese Super Famicom tactical roleplaying game developed Intelligent Systems published Nintendo It released May 14 1996 Japan It fourth title Fire Emblem series second Fire Emblem title Super Famicom last game produced late Gunpei Yokoi It released Japanese Virtual Console service January 3 27 The game originally titled Fire Emblem Light Inheritors,4.0,5
Opposing Force returns setting HalfLife instead portrays events perspective US Marine one enemy characters original game The player character Adrian Shephard sent neutralize Black Mesa Research Facility scientific mishap causes invaded aliens quickly finds Marines outnumbered slowly beaten back second alien race black operations units,3.7,1
A Fan demake PS1 era From Softwares PS4 exclusive Bloodborne,3.5,4
Prototype first two games lets user take control Alex Mercer fights stop viral outbreak known BLACKLIGHT throughout Manhattan Alex infected virus given special mutant abilities evolve time aid stopping virus,3.0,0
Pokmon Gold along Pokmon Silver sequels Pokmon Red Blue They offer 1 new Pokmon capture train 8 Gyms take new Pokmon League challenge Featuring expanded postgame Pokmon Gold Silver additionally offer extra content previous entries series,3.8,7
Valheim brutal exploration survival game 11 players set procedurallygenerated world inspired Norse mythology Craft powerful weapons construct longhouses slay mighty foes prove Odin,3.6,2
Your Turn To Die Death Game By Majority multiending horror adventure game Your decision directly affect story final outcome,4.1,2
When demons castle darkens land two sisters challenge halls Together break curse Players take control two sisters different attacks capabilities challenge demon castle bosses waiting within Discover new routes castle using sisters unique abilities The stars Grim Guardians longdistance focused Shinobu Kamizono closerange brawler Maya Kamizono Players need consider situation choosing sister control make way castle investigating mystery happened school students Other features include 2player coop special actions extensive difficulty options Style System unique changes repeat plays importantly quality challenge players come expect Inti Creates titles time new gothic horror aesthetic,3.4,2
Mortal Shell ruthless deep actionRPG tests sanity resilience shattered world Your adversaries spare mercy survival demanding superior awareness precision instincts Possess lost warriors track hidden sanctums devout face formidable foes Awakening empty vessel enter shattered twisted world remains humanity wither rot Implored bidding mysterious Dark Father must traverse tattered landscape track hidden sanctums devout followers There Mortal Shells hallowed grounds must overcome formidable foes harvest sacred glands You wont truly alone dead litter path Scattered across land remnant anima lost warriors inhabited gain unique abilities knowledge weapons The Dark Father desperate complete task end Discover Shells Suit Your Playstyle The lost remains defeated warriors unearth Awaken Mortal Shells occupy bodies significantly widen understanding different forms combat Inhabit Shell best fits style utilizes unique mastery skills weapon upgrades Iron Sharpens Iron Combat strategic deliberate Survival demands superior awareness precision instincts You must commit sword opportunity opens Calculate parries unleash devastating counterblows Nonlinear Campaign Draw path across marshinfested lowlands gargantuan cathedral obsidian rock ancient crypt frozen crest mountain Deep Upgrade Paths The stronger connection Mortal Shell grows better harness innate talents Craft unique upgrades sharpen blade acid study dark arcane abilities imbue attacks supernatural devastation Face Haunting Foes Your path guarded desperate adversaries devoted inscrutable gods Behold creatures pitiable grotesque let fear halt journey Muster courage face Developed AAA Veterans Mortal Shell developed coalition seasoned veterans unbridled passion soulslike genre,2.7,1
Storydriven openworld RPG immerses epic adventure Holy Roman Empire Avenge parents death battle invading forces go gamechanging quests make influential choices Explore castles forests villages realistic settings medieval Bohemia,3.6,0
Live A Lives story split across seven seemingly unrelated chapters played order based popular genres Western science fiction mecha Each chapter plot setting characters Although basic gameplay throughout game chapter adds new factor basic formula stealth elements ninja chapter After first seven chapters completed two final chapters take place establish connection seven previous resolve story,4.2,1
The Definitive Edition critically acclaimed award winning openworld action adventure reworked rebuilt remastered new generation With previously available DLC included wealth tech visual improvements Hong Kong never felt alive A vibrant neon city teaming life Hong Kongs exotic locations busy streets markets hide one powerful dangerous criminal organizations world notorious Triads Play Wei Shen highly skilled undercover cop trying take Triads inside Youll prove worthy fight way organization taking part brutal criminal activities without blowing cover Destroy opponents brutal handtohand combat using unmatched martial arts system Dominate Hong Kongs buzzing streets thrilling illegal street races tear explosive firearms action Sleeping Dogs Hong Kong ultimate playground,3.8,0
Resident Evil 4 Ultimate HD Edition second port Resident Evil 4 Windows time based Xbox 36 PlayStation 3 versions updated graphics In contrast original port version features lighting effects realtime instead rendered cutscenes except Separate Ways campaign mouse support Steamworks integration This version features previously seen additional content including achievements latest HD Console versions The game played SD HD quality textures filter option FPS lock option also added allowing user select 3 6 FPS options,4.4,5
A story play connections adventure Step levels brick brick puzzles ask us sometimes follow instructions sometimes creative break rules Builders Journey poetic puzzle takes place LEGO brick world brought life accurately rendered LEGO elements yet feature screens Be taken breathtaking world filled brickbybrick effects accompanied beautiful soundtrack Throughout narrative ups downs challenges celebrations Take time experiment importantly play figuring become Builders Journey,3.2,1
Guilty Gear Xrd Rev 2 standalone expansion Guilty Gear Xrd Revelator also available DLC game,4.1,9
Super Kiwi 64 3DPlatformer CollectaThon low poly late 9s console look,3.4,1
Blamed destruction Empire City haunted ghosts past reluctant hero Cole MacGrath makes dramatic journey historic Southern city New Marais effort discover full superpowered potential face civilizationending confrontation dark terrifying enemy future Gifted extraordinary godlike abilities Cole alone power save humanity question choose,3.7,4
Prepare Future Fallout 3 Game Year Edition experience acclaimed game 28 like never Create character choosing descend aweinspiring postapocalyptic world every minute fight survival,3.6,5
Melatonin rhythm game dreams reality merging together It uses animations sound cues keep beat without intimidating overlays interfaces Harmonize variety dreamy levels containing surprising challenges handdrawn art vibrant music,3.7,1
Gungrave GORE developed Playstation 4 planned much larger scale previous games It second game Gungrave reboot cover new story content game series The game set take place Gungrave VR remake PS2 Gungrave game also covers story Gungrave Overdose extent,2.1,5
Enter Banbans Kindergarten youre sure make friends Explore mysterious establishment dont lose life sanity Uncover horrifying truth behind place careful far alone,1.2,1
Hitman Blood Money fourth installment critically acclaimed Hitman series If Agent 47 must stay hidden make clean hits leave scene unnoticed rewarded But revealed violent act picture end papers wanted posters making job contract killer difficult This time Agent 47 paid cold hard cash How money spent affect passage game weapons disposal resulting unique gameplay experience player,4.0,2
As previous Professor Layton games Unwound Future adventure game player solves puzzles offered local citizens progress story forward dialogue around 32 minutes full motion video The player moves game still images locations The player use DS touchscreen tap nonplayer characters start dialog obtain puzzle also search anywhere background hint coins areas needing tapped several times reveal secret hint coin puzzle Puzzles brainteasers many varieties including visual math logic There time limit solve puzzles player get 3 hints cost one hint coin new feature Unwound Future super hint costing 2 coins bought 3 hints revealed nearly reveals puzzles solution If player correct solving puzzle gain number Picarats form currency within game Guessing incorrect answer reduce number picarats player get subsequent attempts Players visit certain areas order play undiscovered unsolved puzzles left behind story progresses,4.3,2
Step anthologys bloodcurdling story yet choices determines lives dies Watch horror unfortunate crew falls prey twisted host observing every move We hope enjoy stay,2.9,1
Donkey Kong Diddy Kong Dixie Kong Cranky Kong return franchises debut Nintendo Switch This title includes fun challenge original game plus new beginnerfriendly mode lets players enjoy critically acclaimed adventure groovy surfing simian Funky Kong Funky Kong double jump hover perform infinite rolls even perform infinite underwater corkscrews Thanks sturdy surfboard even spikes cant slow The game launches Nintendo Switch May 4,4.2,5
Fire Emblem Thracia 776 Japanese tactical roleplaying game developed Intelligent Systems published Nintendo fifth installment Fire Emblem series It also third final Fire Emblem series title released Super Famicom Fire Emblem Thracia 776 takes place Chapters 5 6 previous game Fire Emblem Seisen Keifu Several characters Fire Emblem Seisen Keifu appear Leaf Fin Nanna It takes place Thracian peninsula southeastern Jugdral,4.1,5
Moonlighter Action RPG roguelite elements demonstrates two sides coin revealing everyday routines Will adventurous shopkeeper secretly dreams becoming hero,3.2,0
Explore alien world like third edition Nintendos strategic adventure series In Pikmin 3 players take command three explorers legion adorable Pikmin fight survival By employing unique abilities tiny Pikmin creatures players solve puzzles battle dangerous predators recover food needed save explorers depleted home planet,4.0,2
This time terror followed home In last chapter Five Nights Freddys original story must defend Freddy Fazbear Chica Bonnie Foxy even worse things lurk shadows Playing child whose role yet unknown must safeguard 6am watching doors well warding unwanted creatures may venture closet onto bed behind You flashlight protect It scare away things may creeping far end hallways careful listen If something crept close shining lights eyes end,2.8,1
Adventure game psycho suspense touch makes Delusion key word Story advanced two aspects centering continuous bizarre murder event The new generations frenzy occurs Shibuya Six heroines appear In heroines peculiar route various ends mysteries,4.0,1
NieR Automata tells story androids 2B 9S A2 battle reclaim machinedriven dystopia overrun powerful machines The NieR Automata The End YoRHa Edition includes game comes packed DLC bonus content full experience awardwinning postapocalyptic action RPG,4.5,0
Ace Attorney 6 continues investigation courtroom predecessors players take role defense attorneys Phoenix Wright Apollo Justice Athena Cykes try defend clients The game continues 3D navigation introduced Phoenix Wright Ace Attorney Dual Destinies allowing players navigate environments various angles Along returning gameplay elements Mood Matrix introduced Dual Destinies game introduces Spirit Medium Vision players shown memories victims moment deaths must find contradictions five senses determine really happened,3.7,2
From makers Far Cry Crysis offers FPS fans bestlooking highlyevolving gameplay requiring player use adaptive tactics total customization weapons armor survive dynamic hostile environments including ZeroG,3.2,2
Fallout Shelter puts control stateoftheart underground Vault VaultTec Build perfect Vault keep Dwellers happy protect dangers Wasteland VaultTec provided tools rest What waiting Get started building Vault today free,2.4,0
Sonic Secret Rings threedimensional platform action game featuring onrails style movement Sonic Hedgehog series main character games player character He controlled exclusively Wii Remote held horizontally like traditional gamepad,1.9,4
In FTL experience atmosphere running spaceship trying save galaxy Its dangerous mission every encounter presenting unique challenge multiple solutions What heavy missile barrage shuts shields Reroute power engines attempt escape power additional weapons blow enemy sky take fight boarding party This spaceship simulation roguelikelike allows take ship crew adventure randomly generated galaxy filled glory bitter defeat,3.8,2
Mario gang back another round Bowserbashin party action Watch favorite Nintendo characters different duds five allnew Adventure Boards A slew new tricks devices bring new levels challenge excitement board game play New board maps new MiniGames new action new surprises means whole new batch fun Get ready unleash best Hip Drops hammer swings highflying high junks another round frenzied multiplayer action,3.7,0
Step life Sohta young son family set dry cleaners shop idyllic town Fuji Hana In interactions towns unique residents episodic mysteries revealed portend strange events surrounding appearance giant monster every Friday And finally Friday evening falls giant monster appear right eyes Collect Monster Glims scattered around town form Monster Cards youve collected five cards Sohta battle friends dominance Winning Monster Cards gives chance collect useful information Monster Glims even cast secret spell friends make fall whim Why Because thats rules A touching drama family friendship innocence child unfolds handdrawn backgrounds charming music memorable characters,3.7,8
Occasionally strange completely addictive Nintendos Animal Crossing GameCube much game simulation life small town Players begin game setting live life colorful town greeted seemingly endless supply things characters meet Time passes Animal Crossing realtime month day season time day matches players Holiday seasons come go Animal Crossing would real world Experience freedom fish decorate house go bug catching garden write letters even play original Nintendo NES games imaginative addictive game,3.9,1
Fire Emblem Fates split three story paths Revelation third story Fire Emblem Fates games available DLC either base games You need completed Chapter 6 either game access DLCs path Revelations scouting missions available experience money like Birthright mission objectives complicated like Conquest In Revelations player chooses align either kingdom reveals extra information Birthright Conquest storylines,2.3,1
Bloodstained Curse Moon packed retro charm made legendary 2D action games 8s enjoyable Take control one four characters interchanged time gameplay The swordswinging exorcist Zangetsu whipwielding heroine Miriam magic using alchemist Alfred Gebel turn bat take skies Finally experience multiple endings depending interact characters meet This project 8bit style game promised stretch goal 215 Kickstarter campaign Bloodstained Ritual Night Backers Kickstarter campaign encouraged check Kickstarter page updates,3.6,1
FINAL FANTASY XIII2 created aim surpassing quality predecessor every way featuring new gameplay systems cuttingedge visuals audio In game player freedom choose range possibilities paths choices affect immediate environment even shape time space,3.3,8
Agario Massivelymultiplayer topdown strategy browser game In Agario player manipulates circular cell using mouse keyboard buttons The goal game enlarge cell swallowing nonplayer cells randomly scattered around map Other players smaller cells player also able swallowed Originally browser game Agario entered Steam Greenlight subsequently Greenlit community developers indicating planned add features available web version game Agario quickly become popular worldwide Before Turkish 215 elections Agario used Turkey political reasons political parties also used Agario campaign posters symbol support Players also use skins,2.2,2
Crimson Butterfly second installment Fatal Frame series although direct sequel first title Fatal Frame The story follows twin sisters Mio Mayu explore abandoned village experience encounters paranormal Players must use Camera Obscura defeat ghosts uncover secrets village An Xbox port subtitled Directors Cut released 24 included additional features remake game titled Project Zero 2 Wii Edition released Wii 212 Europe Japan,4.2,5
World Warcraft massively multiplayer online roleplaying game MMORPG set Warcraft universe Players assume roles Warcraft heroes explore adventure quest across vast world Being Massively Multiplayer World Warcraft allows thousands players interact within world Whether adventuring together fighting epic battles players form friendships forge alliances compete enemies power glory,3.5,2
The Legend Heroes Trails Cold Steel II Japanese roleplaying game sequel The Legend Heroes Trails Cold Steel,3.7,0
Gang Beasts silly multiplayer party game surly gelatinous characters brutal slapstick fight sequences absurd hazardous environments set mean streets Beef City,3.1,1
Armored Core 3 puts shoes Raven mercinary task piloting battle machine use range tasks destroying mechs seek destroy missions After missions payed full The money raised go towards purchase items mech Weapon upgrades better shields even opportunity purchase whats called Exceed Orbit smaller robot gun emplacements hover around mech giving added boost fire power crunch 4 player deathmatch modes also included pit suppedup mechs see last robot standing,3.7,1
The Star Wars Saga continues Star Wars The Force Unleashed II highly anticipated sequel fastestselling Star Wars game ever created sold seven million copies worldwide In Star Wars The Force Unleashed world introduced Darth Vaders fugitive apprentice Starkiller unlikely hero would ignite flames rebellion galaxy desperately need champion In sequel Starkiller returns overthetop Force powers embarks journey discover identity reunite one true love Juno Eclipse In Star Wars The Force Unleashed II Starkiller pawn Darth Vader instead training protge ruthless assassin dark lord attempting clone former apprentice attempt create Ultimate Sith warrior The chase Starkiller pursuit Juno Darth Vader hunting Starkiller With allnew devastating Force powers ability dualwield lightsabers Starkiller cuts swath deadly new enemies across exciting worlds Star Wars movies desperate search answers past,2.8,1
Elden Ring fantasy action open world game RPG elements stats weapons spells Rise Tarnished guided grace brandish power Elden Ring become Elden Lord Lands Between,4.5,1
As wannabe rockstar Chai youll fight back sinister robotics enhancement conglomerate using rhythmamplified combat everything motion environment blows combat synced music,4.3,8
Grand Theft Auto V vast open world game set Los Santos sprawling sunsoaked metropolis struggling stay afloat era economic uncertainty cheap reality TV The game blends storytelling gameplay new ways players repeatedly jump lives games three lead characters playing sides games interwoven story,3.8,1
Cyberpunk 277 openworld actionadventure story set Night City megalopolis obsessed power glamour body modification You play V mercenary outlaw going oneofakind implant key immortality You customize characters cyberware skillset playstyle explore vast city choices make shape story world around,3.3,1
In firstperson Western RPG player takes role Courier 6 barely surviving robbed cargo shot put shallow grave New Vegas mob boss The Courier sets track robbers retrieve cargo winds getting tangled complex ideological socioeconomic web many factions settlements postnuclear Nevada,4.3,6
RPG sequel The Witcher 2 211 The Witcher 3 follows witcher Geralt Rivia seeks former lover young subject intermingling political workings wartorn Northern Kingdoms Geralt fight monsters deal people sorts order solve complex problems settle contentious disputes ranging personal worldchanging,4.3,8
Fortnite completely free online game friends fight last one standing Battle Royale join forces make Creative games catch live show Party Royale,2.8,0
Fall Guys flings hordes contestants together online mad dash round round escalating chaos one victor remains Battle bizarre obstacles shove unruly competitors overcome unbending laws physics avoid humiliation elimination Leave dignity door prepare hilarious failure quest crown,3.0,1
Embark craziest journey life It Takes Two genrebending platform adventure created purely coop Invite friend join free Friends Pass work together across huge variety gleefully disruptive gameplay challenges Play clashing couple Cody May two humans turned dolls magic spell Together trapped fantastical world unpredictable hides around every corner reluctantly challenged saving fractured relationship,4.2,0
BioShock horrorthemed firstperson shooter set steampunk underwater dystopia The player urged turn everything weapon biologically modifying body Plasmids hacking devices systems upgrading weapons crafting new ammo variants experimenting different battle techniques possible The game described developers spiritual successor previous PC title System Shock 2 BioShock received high praise critical reviews atmospheric audio visual quality absorbing original plot unique gaming experience,4.0,2
Metal Gear Solid stealth game created Hideo Kojima follows MSX2 video games Metal Gear Metal Gear 2 Solid Snake Despite transition 3D Metal Gear Solids gameplay remains similar predecessors The game utilizes traditional topdown view player must navigate protagonist Solid Snake games areas without detected Detection set alarm draws armed enemies location Conversations Snakes allies cutscenes used extensively advance plot gain insight Metal Gear Solid regarded one greatest important video games time helped popularize stealth genre inengine cinematic cutscenes,4.2,9
Become Ichiban Kasuga lowranking yakuza grunt left brink death man trusted Take legendary bat get ready crack underworld skulls dynamic RPG combat set backdrop modernday Japan,4.3,8
Escape deserted island create paradise explore create customize Animal Crossing New Horizons Your island getaway wealth natural resources used craft everything tools creature comforts You hunt insects crack dawn decorate paradise throughout day enjoy sunset beach fishing ocean The time day season match real life day island chance check find new surprises year round,3.6,4
BioShock Infinite third game BioShock series It direct sequelprequel previous BioShock games takes place entirely different setting although shares similar features gameplay concepts previous games BioShock Infinite features range environments force player adapt different weapons strategies situation Interior spaces feature close combat enemies unlike previous games set Rapture setting Infinite contains open spaces emphasis sniping ranged combat many fifteen enemies,3.5,5
League Legends fastpaced competitive online game blends speed intensity RTS RPG elements Two teams powerful champions unique design playstyle battle headtohead across multiple battlefields game modes With everexpanding roster champions frequent updates thriving tournament scene League Legends offers endless replayability players every skill level,2.1,0
Yakuza Kiwami remake 25 open world actionadventure game Yakuza,3.7,1
Enter Splatlands sunscorched desert inhabited battlehardened Inklings Octolings Splatsville city chaos adrenalinefueled heart dusty wasteland Even desolate environment Turf War reigns supreme battles rage new stages located surrounding wilds Dynamic new moves help fighters dodge attacks cover ground along new bowshaped weapon sling ink,4.1,1
Discover Smell Game Guilty Gear Strive Immerse new gameplay mechanics designed simple welcoming fighting game newcomers yet deep creative veterans Ride Fire heavy metal inspired alternate future full overthetop action style fun,3.9,9
In perfect city crime everything monitored play Faith courier transports packages via open rooftops city These couriers known runners Murder come city hunted,3.5,1
The witching hour strikes Brimming intricate battles take place epic set pieces Bayonetta 2 finds sassy heroine battling angels demons unearthly beautiful HD Youre bound love feels string together combos unimaginable weapons summon demons using Bayonettas Umbran Weave frantic stylized action game,4.1,8
Celebrate 2 years Sonic new adventure delivers definitive experience Sonic fans new old The Japanese version different subtitles White Time Space home consoles Blue Adventures 3DS version All versions game played 3D 3DTV well pair 3D glasses required PlayStation 3 Xbox 36 versions first game franchise played 3D It uses stereoscopic 3D involvement pair screens one,3.8,5
In Shin Megami Tensei III Nocturne player takes role young boy caught apocalypse visiting sick teacher Yuko Takao two classmates Chiaki Hayasaka Isamu Nitta The player must survive Vortex World new powers capabilities given protagonist Magatama obtained Lucifer With powers player given opportunity align Reason decides world become,4.2,2
Reaping souls dead punching clock might get monotonous honest work Crow The job gets lively assigned soul stolen must track desperate thief realm untouched death creatures grow far past expiry overflow greed power,3.8,4
Devil May Cry 3 Dantes Awakening Special Edition rerelease Devil May Cry 3 gameplay changes additional content Among possibility play Vergil separate save file,4.4,5
Assassins Creed IV Black Flag begins 1715 pirates established lawless republic Caribbean ruled land seas These outlaws paralyzed navies halted international trade plundered vast fortunes They threatened power structures ruled Europe inspired imaginations millions left legacy still endures,3.7,1
The Legend Zelda Twilight Princess last Zelda game GameCube highly anticipated many members gaming community regarded finally fulfilling dreams wanted much realistic mature game ones The art similar naturalistic style Ocarina Time rather celshaded look The Wind Waker The main adventure takes place several provinces dungeons temples New game ability Link transform Wolf entering Twilight As wolf Link use senses solve puzzles get past obstacles also dig holes find hearts rupees Twilight Princess received universal acclaim reviewers journalists cited greatest Zelda game time,4.0,6
Crisis Core Final Fantasy VII Reunion HD remaster smash hit prequel Final Fantasy VII In addition graphics remastered HD fully voiced dialogue new soundtrack arrangements make dynamic new retelling beloved classic,3.8,8
A 3D explorationfocused metroidvania firstperson shooting mechanics first 3D entry Metroid series Metroid Prime follows Samus Aran events Metroid 1986 boards Space Pirate frigate chases escaping archrival Ridley intricately structured Tallon IV planet full deadly wildlife former home advanced ancient Chozo race,4.3,4
Dr Eggman aka Dr Robotnik returned turning helpless animals robots forcing build ultimate weapon Death Egg But time Sonic friend help Tails Find 7 Chaos Emeralds stop Dr Robotniks evil scheme,3.7,4
Metal Gear Solid 4 Guns Patriots final canonical Metal Gear game feature Solid Snake main character The gameplay previous games kept along new features ability roll back also hide bins scattered around environment Most story relationship characters explained cutscenes considerable length knowledge prior games recommended fully understand story The game also features complex multiplayer mode entitled Metal Gear Online original missions based stealth aspects singleplayer games,3.9,9
Atomic Heart adventure firstperson shooter events unfolds alternate universe high noon Soviet Union The principal character game special agent P3 unsuccessful landing enterprise 3826 trying figure went wrong,3.0,1
Minecraft focuses allowing player explore interact modify dynamicallygenerated map made onecubicmetersized blocks In addition blocks environment features plants mobs items Some activities game include mining ore fighting hostile mobs crafting new blocks tools gathering various resources found game The games openended model allows players create structures creations artwork various multiplayer servers singleplayer maps Other features include redstone circuits logic computations remote actions minecarts tracks mysterious underworld called Nether A designated completely optional goal game travel dimension called End defeat ender dragon,4.2,2
Resident Evil 5 seventh video game Resident Evil series It features similar gameplay Resident Evil 4 utilizing shoulder view time environment plays significant role The player dependent partner older games When partners health bar drop enter dying stage health bar flash red gradually lower stays like Resident Evil 5 also features new types enemies called Majini mostly African descent,3.1,5
In game Neku Sakuraba allies forced participate game determine fate The battle system uses many unique features Nintendo DS including combat takes place screens attacks performed certain motions touchscreen shouting microphone Elements Japanese youth culture fashion food cell phones key aspects missions,4.2,1
A Hat Time cuteasheck 3D platformer featuring little girl stitches hats wicked powers Freely explore giant worlds recover Time Pieces travel new heights,4.0,4
Scorn atmospheric first person horror adventure game set nightmarish universe odd forms somber tapestry It designed around idea thrown world Isolated lost inside dreamlike world explore different interconnected regions nonlinear fashion The unsettling environment character Every location contains theme story puzzles characters integral creating cohesive lived world Throughout game open new areas acquire different skill sets weapons various items try comprehend sights presented,3.0,2
Armies clash world burns As inevitable war draws ever closer must stand Chrom forcesknights mages archers morecommanding armies kingdoms empires dead Plan strategery Move troops battlefield choose weapon attack Using new Pair Up Dual systems support attacks help nearby allies watch skills relationships grow,3.8,0
In Cuphead The Delicious Last Course Cuphead Mugman joined Ms Chalice DLC addon adventure brand new island With new weapons new charms Ms Chalices brand new abilities take new cast multifaceted screenfilling bosses assist Chef Saltbaker Cupheads final challenging quest,4.3,0
The little spirit Ori stranger peril fateful flight puts owlet Ku harms way take bravery bring family back together heal broken land discover Oris true destiny From creators acclaimed actionplatformer Ori Blind Forest comes highly anticipated sequel Embark allnew adventure vast world filled new friends foes come life stunning handpainted artwork Set fully orchestrated original score Ori Will Wisps continues Moon Studios tradition tightly crafted platforming action deeply emotional storytelling,4.3,4
